cp,artist,song,section
IV-V-I,the good and the damned,little electric,chorus
IV-V-I,shigeaki saegusa,gundam char's counterattack - main title,chorus
IV-V-I,the big bang theory,from the moment that i met you,chorus
IV-V-I,sandra,everlasting love,chorus
IV-V-I,mylene farmer,desenchantee,chorus
IV-V-I,sarah mclachlan,adia,chorus
IV-V-I,the beatles,i'm happy just to dance with you,verse
IV-V-I,billy joel,uptown girl,verse
IV-V-I,dave matthews band,crash into me,chorus
IV-V-I,game freak,route 209,verse
IV-V-I,game freak,route 201 day,chorus
IV-V-I,they might be giants,experimental film,chorus
IV-V-I,the living tombstone,five nights at freddy's,chorus
IV-V-I,the white stripes,white moon,chorus
IV-V-I,south park,up there,chorus
IV-V-I,sodagreen,wu yu lun bi de mei li,verse
IV-V-I,avicii,fade into darkness,chorus
IV-V-I,leonard cohen,master song,chorus
IV-V-I,adult swim,too many cooks theme song,chorus
IV-V-I,adult swim,too many cooks theme song,verse
IV-V-I,karina,corazon mentiroso,chorus
IV-V-I,gauntlet dark legacy,castle courtyard,verse
IV-V-I,c418,sometimes i make video game music,chorus
IV-V-I,lit,my own worst enemy,chorus
IV-V-I,the mamas and the papas,make your own kind of music,chorus
IV-V-I,supercell,kimi no shiranai monogatari,verse
IV-V-I,scissor sisters,i can't decide,chorus
IV-V-I,sega,azure blue world,verse
IV-V-I,girl's day,let's go,verse
IV-V-I,michael corcoran,just fine,verse
IV-V-I,michael corcoran,just fine,chorus
IV-V-I,marvin gaye,let's get it on,chorus
IV-V-I,shinobu kajihisa,hiiragi town school days - muv-luv extra ost,chorus
IV-V-I,meghan trainor,dear future husband,chorus
IV-V-I,harvey danger,flagpole sitta,verse
IV-V-I,phineas and ferb,triangulation,verse
IV-V-I,herman's hermits,no milk today,chorus
IV-V-I,hamilton joe frank and reynolds,don't pull your love,chorus
IV-V-I,jeff liu,steven and the crystal gems,chorus
IV-V-I,dire straits,brothers in arms,verse
IV-V-I,camille,le festin,verse
IV-V-I,sia,fire meet gasoline,verse
IV-V-I,akb48,heavy rotation,chorus
IV-V-I,remioromen,sangatsu kokonoka,verse
IV-V-I,kousaki satoru - hata aki,motteke sailor fuku,chorus
IV-V-I,macklemore and ryan lewis,downtown,chorus
IV-V-I,animation domination high-def,the singularity song,chorus
IV-V-I,marny kennedy,it's my life,verse
IV-V-I,wavves,that's on me,chorus
IV-V-I,the kooks,she moves in her own way,chorus
IV-V-I,weezer,dreamin,verse
IV-V-I,keri hilson,pretty girl rock,chorus
IV-V-I,koji kondo,athletic bgm super mario bros 3,verse
IV-V-I,hertzdevil,stage 57,chorus
IV-V-I,lady gaga,poker face acoustic,chorus
IV-V-I,willie nelson,on the road again,verse
IV-V-I,bowling for soup,1985,chorus
IV-V-I,joe cocker and jennifer warnes,up where we belong,chorus
IV-V-I,jin,ayano's theory of happiness,verse
IV-V-I,creedence clearwater revival,have you ever seen the rain,chorus
IV-V-I,hinds,easy,verse
IV-V-I,adele,when we were young,chorus
IV-V-I,etrian odyssey iii - battlefield,yuzo koshiro,chorus
IV-V-I,sia,i'm in here,chorus
IV-V-I,toby fox,reunited,verse
IV-V-I,astro,hide and seek,chorus
IV-V-I,mu's,love live s2 - yume no tobira,chorus
IV-V-I,the supremes,stop in the name of love,chorus
IV-V-I,slowdive,when the sun hits,chorus
IV-V-I,keiichi suzuki,eight melodies,chorus
IV-V-I,twinklestars,rapikamu,verse
IV-V-I,wilco,heavy metal drummer,chorus
IV-V-I,fuwarip,yuyushiki op - seeno,chorus
IV-V-I,van halen,right now,chorus
IV-V-I,starship,nothing's gonna stop us now,chorus
IV-V-IV,mark mueller,duck tales,chorus
IV-V-IV,killswitch engage,in due time,verse
IV-V-IV,last lynx,alaska,chorus
IV-V-IV,mumford and sons,babel,chorus
IV-V-IV,backstreet boys,show me the meaning of being lonely,verse
IV-V-IV,zun,doll judgement,chorus
IV-V-IV,danny baranowsky,sacrificial - the binding of isaac ost,chorus
IV-V-IV,game freak,vs wild pokemon - unova,verse
IV-V-IV,iosys,marisa stole the precious thing,chorus
IV-V-IV,the mamas and the papas,make your own kind of music,chorus
IV-V-IV,coldplay,charlie brown,verse
IV-V-IV,lauri ylonen,heavy,verse
IV-V-IV,downgoes fraser,why you always lying,chorus
IV-V-IV,cat stevens,peace train,verse
IV-V-IV,van morrison,caravan,verse
IV-V-IV,savant,orphan,chorus
IV-V-IV,james taylor,carolina in my mind,verse
IV-V-IV,van halen,right now,chorus
IV-V-IV,porter robinson and madeon,shelter,chorus
IV-V-IV,coldplay,square one,chorus
IV-V-IV,locash,i love this life,verse
IV-V-iii,valve studio orchestra,the calm,verse
IV-V-iii,hideki takahagi and mitsuhito tanaka,the jetsons snes - stage 1,chorus
IV-V-iii,mamas and the papas,california dreamin',verse
IV-V-iii,mishary rashid alafasy,umar al-farooq,chorus
IV-V-iii,phineas and ferb,triangulation,chorus
IV-V-iii,twin atlantic,heart and soul,chorus
IV-V-iii,a-ha,the sun always shines on tv,chorus
IV-V-iii,claris,connect,verse
IV-V-iii,aretha franklin,i say a little prayer,chorus
IV-V-iii,kylie minogue,i should be so lucky,chorus
IV-vi-V,electric light orchestra,can't get it out of my head,verse
IV-vi-V,the beatles,while my guitar gently weeps,verse
IV-vi-V,one republic,all the right moves,chorus
IV-vi-V,emblem3,i love la,chorus
IV-vi-V,lana del rey,born to die,chorus
IV-vi-V,hinder,lips of an angel,chorus
IV-vi-V,rasmus faber,we go oh,chorus
IV-vi-V,calvin harris,summer,chorus
IV-vi-V,conchita wurst,rise like a phoenix,chorus
IV-vi-V,emeli sande,heaven,chorus
IV-vi-V,rhett and link,my ocd,chorus
IV-vi-V,sick individuals,wasting moonlight,chorus
IV-vi-V,deadmau5,there might be coffee,chorus
IV-vi-V,the doors,love street,verse
IV-vi-V,robert nickson,spiral,chorus
IV-vi-V,ricky skaggs and bruce hornsby,mandolin rain,verse
IV-vi-V,polly paulusma,over the hill,chorus
IV-vi-V,jason ross,coaster,chorus
IV-vi-V,saves the day,where are you,chorus
IV-vi-V,dead,coffe,chorus
IV-vi-V,taylor swift,new romantics,verse
IV-vi-V,lord huron,the stranger,chorus
IV-vi-V,chance the rapper,same drugs,chorus
IV-vi-V,twinklestars,rapikamu,verse
IV-vi-V,whitney houston,it's not right but it's okay - remix,verse
IV-vi-I,lana del rey,video games,verse
IV-vi-I,fall out boy,i'm like a lawyer,verse
IV-vi-I,galantis,smile,chorus
IV-vi-I,asaf avidan,one day,chorus
IV-vi-I,brolle jr,heartbreak city,chorus
IV-vi-I,regina spektor,the calculation,verse
IV-vi-IV,bonnie raitt,i can't make you love me,verse
IV-vi-IV,queen,the show must go on,chorus
IV-vi-IV,tadd ''rushjet1'' nuznov,light's ultimate solution,chorus
IV-vi-IV,selah sue,this world,chorus
IV-vi-IV,scarab,vagabond,chorus
IV-vi-IV,radiohead,nude,chorus
IV-vi-IV,lenka,everything at once,chorus
IV-vi-IV,qt,hey qt,verse
IV-vi-IV,spice girls,2 become 1,chorus
vi-IV-I,adele,someone like you,verse
vi-IV-I,augustana,boston,verse
vi-IV-I,disney,can you feel the love tonight,chorus
vi-IV-I,elton john,can you feel the love tonight,chorus
vi-IV-I,eminem ft rihanna,love the way you lie,verse
vi-IV-I,epic sax guy,epic sax guy,verse
vi-IV-I,jessie j,price tag,chorus
vi-IV-I,katy perry,the one that got away,chorus
vi-IV-I,one republic,secrets,chorus
vi-IV-I,pink,so what,chorus
vi-IV-I,radiohead,lucky,verse
vi-IV-I,the divine comedy,my lovely horse,verse
vi-IV-I,selena,i could fall in love,chorus
vi-IV-I,blink 182,always,chorus
vi-IV-I,the raconteurs,together,verse
vi-IV-I,arty - mat zo,rebound,verse
vi-IV-I,avicii,wake me up,chorus
vi-IV-I,green day,stray heart,verse
vi-IV-I,gigi d'agostino,l'amour toujours,chorus
vi-IV-I,craig austin,take flight,chorus
vi-IV-I,bob marley,no woman no cry,chorus
vi-IV-I,stacie orrico,promise,verse
vi-IV-I,icon for hire,pieces,chorus
vi-IV-I,jimmy barnes,working class man,verse
vi-IV-I,gamma ray,lake of tears,chorus
vi-IV-I,imagine dragons,nothing left to say,chorus
vi-IV-I,muse,new born,verse
vi-IV-I,klingande,jubel,chorus
vi-IV-I,lindsey stirling,shadows,verse
vi-IV-I,tiesto,red lights,verse
vi-IV-I,timbaland ft katy perry,if we ever meet again,chorus
vi-IV-I,sam smith,stay with me,chorus
vi-IV-I,cold chisel,khe sanh,verse
vi-IV-I,david willcocks,o come o come emmanuel,verse
vi-IV-I,jacksfilms,jack city bich,chorus
vi-IV-I,m83-kygo,m83 - wait kygo remix,chorus
vi-IV-I,robbie williams,supreme,chorus
vi-IV-I,salia,trust,verse
vi-IV-I,alesso,heroes,chorus
vi-IV-I,dax johnson,a moment in the life of me,verse
vi-IV-I,dax johnson,a moment in the life of me,verse
vi-IV-I,re-con,bang-9,chorus
vi-IV-I,within temptation,iron,chorus
vi-IV-I,avicii,wake me up,verse
vi-IV-I,fire bomber,macross 7 - try again,chorus
vi-IV-I,john martin,anywhere for you,verse
vi-IV-I,sam smith,like i can ,verse
vi-IV-I,we the kings,stay young,verse
vi-IV-I,rhianna,we found love ft calvin harris,chorus
vi-IV-I,nause,another you,chorus
vi-IV-I,lemon demon,word disassociation,chorus
vi-IV-I,vlad,magicka 2,chorus
vi-IV-I,imagine dragons,nothing left to say,verse
vi-IV-I,crystal castles,untrust us,chorus
vi-IV-I,alesso,if it wasn't for you,chorus
vi-IV-I,dschinghis khan,moskau,verse
vi-IV-I,tenacious d,beelzeboss,chorus
vi-IV-I,wavves,afraid of heights,chorus
vi-IV-I,jackson browne,doctor my eyes,verse
vi-IV-I,the darkness,christmas time - don't let the bells end,chorus
vi-IV-I,meghan trainor,like i'm gonna lose you feat john legend,chorus
vi-IV-I,linda,few fire 'malo ognya',verse
vi-IV-I,panic at the disco,do you know what i'm seeing,chorus
vi-IV-I,hubert parry,jerusalem,verse
vi-IV-I,4minute,hate,verse
vi-IV-I,schmoyoho,zoolander the musical,chorus
vi-IV-I,lisa hannigan,ocean and a rock,chorus
vi-IV-I,roy orbison,you got it,chorus
vi-IV-I,the gregory brothers,feel the bern,chorus
vi-IV-I,wiktoria,save me,chorus
vi-IV-I,wiktoria,save me,verse
vi-IV-I,flo rida,my house,chorus
vi-IV-I,saves the day,deranged and desperate,verse
vi-IV-I,notessimo,acceleration of the unhurried,chorus
vi-IV-I,saves the day,freakish,verse
vi-IV-I,dzeko and torres,l'amour toujours - tiesto edit,chorus
vi-IV-I,jake kaufman,shovel knight - main theme,chorus
vi-IV-I,travie mccoy,golden ft sia,chorus
vi-IV-I,crystal castles,crimewave,chorus
vi-IV-I,the beatles,please please me,verse
vi-IV-I,cheat codes and dante klein,let me hold you - turn me on,chorus
vi-IV-V,chipzel,super hexagon theme 1,verse
vi-IV-V,fleetwood mac,the chain,chorus
vi-IV-V,mike posner,cooler than me,chorus
vi-IV-V,mike posner,cooler than me,verse
vi-IV-V,portal 2 soundtrack,cara mia,verse
vi-IV-V,the beatles,a day in the life,verse
vi-IV-V,aqua,barbie girl,chorus
vi-IV-V,miley cyrus,we can't stop,chorus
vi-IV-V,guided by voices,teenage fbi,verse
vi-IV-V,fereydoun,faseleha,verse
vi-IV-V,nintendo,ken's theme,chorus
vi-IV-V,scorpions,still loving you,chorus
vi-IV-V,cave story,main theme,chorus
vi-IV-V,julieta venegas,canciones de amor,chorus
vi-IV-V,alstroemeria records,lovelight - bad apple,verse
vi-IV-V,alphaville,big in japan,verse
vi-IV-V,alphaville,big in japan,chorus
vi-IV-V,the good and the damned,little electric,chorus
vi-IV-V,sega,ice cap zone,chorus
vi-IV-V,danny baranowsky,sacrificial - the binding of isaac ost,chorus
vi-IV-V,hertzdevil,extends levant,chorus
vi-IV-V,zabutom,zeta force - zeta force game boy version,verse
vi-IV-V,woodentoaster,nightmare night,chorus
vi-IV-V,danny baranowsky,tomes,verse
vi-IV-V,chipzel,super hexagon theme 1,chorus
vi-IV-V,wakabayashi mitsuru,this game,verse
vi-IV-V,fall out boy,thanks for the memories,chorus
vi-IV-V,fountains of wayne,stacy's mum,chorus
vi-IV-V,sloan,she says what she means,chorus
vi-IV-V,yogscast,carrot for a cock,verse
vi-IV-V,thefatrat,unity,verse
vi-IV-V,disney,i'll make a man out of you,chorus
vi-IV-V,jonathan coulton,re your brains,verse
vi-IV-V,zun,the exaggerated castle keep,verse
vi-IV-V,hiroshi miyagawa,space battleship yamato 2199 - gamilas anthem,chorus
vi-IV-V,zedd,papercut feat troye sivan,verse
vi-IV-V,the mighty mighty bosstones,the punch line,chorus
vi-IV-V,lauri ylonen,heavy,verse
vi-IV-V,lauri ylonen,heavy,chorus
vi-IV-V,dj-jo,leaving without,chorus
vi-IV-V,elizabeth and the catapult,you and me,chorus
vi-IV-V,lettuce,the force,verse
vi-IV-V,renaud,manhattan-kaboul,chorus
vi-IV-V,roy orbison,you got it,chorus
vi-IV-V,kenji kaneko,hyperdimension neptunia v - elegy,chorus
vi-IV-V,xi,freedom dive,verse
vi-IV-V,zun,extend ash - hourai victim,verse
vi-IV-V,zun,extend ash - hourai victim,chorus
vi-IV-V,james taylor,carolina in my mind,verse
vi-IV-V,lady gaga,paper gangsta,chorus
vi-IV-ii,destiny's child,say my name,verse
vi-IV-ii,enya,may it be,chorus
vi-IV-ii,the beatles,all my loving,verse
vi-IV-ii,muse,guiding light,verse
vi-IV-ii,nause,another you,chorus
vi-IV-ii,coldplay,charlie brown,chorus
vi-IV-ii,renaud,manhattan-kaboul,chorus
vi-IV-ii,blake mills,wintersong,verse
vi-IV-vi,the beatles,ticket to ride,chorus
vi-IV-vi,jesse mccartney,beautiful soul,chorus
vi-IV-vi,klaus badelt,he's a pirate,verse
vi-IV-vi,angel beats,my soul your beats,chorus
vi-IV-vi,john williams,the imperial march,chorus
vi-IV-vi,foo fighters,everlong,verse
vi-IV-vi,eric whitacre,a boy and a girl,chorus
vi-IV-vi,underworld,luetin,chorus
vi-IV-vi,jason derulo,want to want me,chorus
vi-IV-vi,evanescence,my heart is broken,verse
vi-V-IV,bruno mars,grenade,chorus
vi-V-IV,death cab for cutie,i will follow you into the dark,chorus
vi-V-IV,dire straits,sultans of swing,verse
vi-V-IV,elliott smith,say yes,verse
vi-V-IV,jessie j,domino,chorus
vi-V-IV,john mayer,walt graces submarine test january 1967,verse
vi-V-IV,john mayer,walt graces submarine test january 1967,verse
vi-V-IV,schmoyoho,double rainbow remix,chorus
vi-V-IV,aerosmith,crazy,chorus
vi-V-IV,nicky romero,toulouse,chorus
vi-V-IV,jojo,leave get out,verse
vi-V-IV,jojo,leave get out,chorus
vi-V-IV,pink floyd,comfortably numb,verse
vi-V-IV,deitrick haddon,he's able,chorus
vi-V-IV,kanye west,heartless,chorus
vi-V-IV,george benson,turn your love around,chorus
vi-V-IV,backstreet boys,don't want you back,chorus
vi-V-IV,the turtles,happy together,verse
vi-V-IV,the beach boys,good vibrations,verse
vi-V-IV,calvin harris alesso,under control,chorus
vi-V-IV,oceanlab,satellite,chorus
vi-V-IV,manowar,hail and kill,verse
vi-V-IV,bruce dickinson,arc of space,chorus
vi-V-IV,nintendo,super mario galaxy - gusty garden galaxy,chorus
vi-V-IV,killswitch engage,in due time,chorus
vi-V-IV,kristen bell and idina menzel,for the first time in forever,chorus
vi-V-IV,stereotronique and sebastian ivarsson,tonight,chorus
vi-V-IV,lady gaga,speechless,chorus
vi-V-IV,choucho,yasashisa no riyuu-hyouka-op,chorus
vi-V-IV,jackson 5,i want you back,chorus
vi-V-IV,zun,vanishing dream - lost dream,chorus
vi-V-IV,jake kaufman,moon theme - remastered version,chorus
vi-V-IV,lindsey stirling,master of tides,verse
vi-V-IV,man_boo,in reverse,verse
vi-V-IV,plain white t's,1 2 3 4,chorus
vi-V-IV,stars,ageless beauty,verse
vi-V-IV,misuzu togashi--makoto miyazaki,fly away--maken-ki-op1,chorus
vi-V-IV,imagine dragons,warriors,verse
vi-V-IV,colin buchanan,god is everywhere,verse
vi-V-IV,michiru yamane,castlevania por - victorian fear,chorus
vi-V-IV,kacey musgraves,merry go 'round,chorus
vi-V-IV,the band,the weight,verse
vi-V-IV,nintendo,punch-out minor circuit theme,verse
vi-V-IV,christina perri,a thousand years,chorus
vi-V-IV,takehiro hasegama,gundam side story the blue destiny - the front,verse
vi-V-IV,maaya sakamoto,loop,chorus
vi-V-IV,the zombies,time of the season,chorus
vi-V-IV,jay chou,ye qu,chorus
vi-V-IV,lenka,the show,chorus
vi-V-IV,shinobu kajihisa,hiiragi town school days - muv-luv extra ost,verse
vi-V-IV,alesso,under control,chorus
vi-V-IV,hamilton joe frank and reynolds,don't pull your love,chorus
vi-V-IV,robbie williams,advertising space,chorus
vi-V-IV,masoud feat melissa loretta,best days - progressive mix,chorus
vi-V-IV,belle and sebastian,i'm a cuckoo,chorus
vi-V-IV,oh my girl,closer,chorus
vi-V-IV,vertical horizon,everything you want,chorus
vi-V-IV,zun,pandemonic planet,chorus
vi-V-IV,tq,oracle,chorus
vi-V-IV,renaud,mistral gagnant,chorus
vi-V-IV,lil wayne,nothing but trouble - instagram models,chorus
vi-V-IV,christina aguilera,genie in a bottle,chorus
vi-V-IV,toby fox,once upon a time,chorus
vi-V-IV,seinabo sey,younger,verse
vi-V-IV,michiru yamane,castlevania sotn - dracula's castle,chorus
vi-V-IV,will b and steve allen,alchera - firestorm and steve allen remix,chorus
vi-V-IV,muse,dead inside,chorus
vi-V-IV,borknagar,colossus,chorus
vi-V-I,radiohead,airbag,chorus
vi-V-I,skid row,wasted time,verse
vi-V-I,the beatles,ticket to ride,chorus
vi-V-I,travie mccoy ft bruno mars,billionaire,verse
vi-V-I,sublime,santeria,verse
vi-V-I,enrique iglesias,escape,verse
vi-V-I,procul harum,shine on brightly,verse
vi-V-I,regina spektor,laughing with,verse
vi-V-I,simon and garfunkel,the boxer,chorus
vi-V-I,manowar,hail and kill,verse
vi-V-I,mumford and sons,babel,verse
vi-V-I,jack johnson,breakdown,verse
vi-V-I,jack johnson,breakdown,chorus
vi-V-I,julieta venegas,canciones de amor,chorus
vi-V-I,shakira,la tortura ft alejandro sanz,chorus
vi-V-I,the lumineers,flowers in your hair,chorus
vi-V-I,christina perri,a thousand years,chorus
vi-V-I,chef boyardee,rolling can,verse
vi-V-I,weird al yankovic,hardware store,chorus
vi-V-I,sage koizumi,muv-luv - muv-luv extra ost,chorus
vi-V-I,jonathan mann,i'm not a spy,chorus
vi-V-I,kazumi totaka,go kk rider,verse
vi-V-I,wan wan,the princess that was erased from history,verse
vi-V-I,phoenix,girlfriend,chorus
vi-V-I,capcom,mega man 9 - strange world,verse
vi-V-I,seven lions,a way to say goodbye,chorus
vi-V-I,edvard grieg,solveig's song,verse
vi-V-I,hellberg,the girl,chorus
vi-V-I,brian fallon,nobody wins,verse
vi-V-I,panic at the disco,this is gospel,chorus
vi-V-I,le vent du nord,rosette,verse
vi-V-I,malcolm brown,homestuck - showtime,chorus
vi-V-I,hardwell,encoded,chorus
vi-V-vi,insan3lik3,the other day,chorus
vi-V-vi,madeon,icarus,chorus
vi-V-vi,isao sasaki,getter robo,chorus
vi-V-vi,traditional,roll the old chariot,chorus
vi-V-vi,takuya hanaoka,super robot wars alpha 3 - zest seven,chorus
vi-V-vi,metallica,master of puppets,chorus
vi-V-vi,abba,gimme gimme gimme a man after midnight,chorus
vi-V-vi,taylor dayne,tell it to my heart,verse
vi-V-vi,evanescence,haunted,chorus
vi-V-vi,zun,a world of nightmares never seen before,verse
vi-V-vi,dirty south,alive - blinders remix,chorus
vi-V-vi,saves the day,cars and calories,verse
vi-V-vi,pendulum,under the waves,chorus
vi-V-vi,nintendo,splatoon - jam session,chorus
vi-V-vi,john williams,star wars rogue one trailer 2,verse
vi-V-ii,coldplay,don't panic,verse
vi-V-ii,epica,cry for the moon,verse
vi-V-ii,foo fighters,times like these - acoustic version,verse
vi-V-ii,yousuke yasui,megalomachia - ultraviolet,chorus
vi-V-ii,supermode,tell me why,verse
vi-V-ii,say anything,alive with the glory of love,verse
vi-V-ii,evanescence,lithium,chorus
vi-V-ii,aylictal,lovekitten,chorus
vi-I-V,green day,boulevard of broken dreams,chorus
vi-I-V,ed sheeran,lego house,chorus
vi-I-V,carrie underwood,blown away,verse
vi-I-V,carrie underwood,blown away,chorus
vi-I-V,faul - wad ad vs pnau,changes,verse
vi-I-V,metallica,the unforgiven 2,verse
vi-I-V,mako,beam,chorus
vi-I-V,sega,ice cap zone,verse
vi-I-V,nir-gerda,rasen'nawatashi--my spiral ,chorus
vi-I-V,rasen'nawatashi--my spiral,nir-gerda,chorus
vi-I-V,metallica,fade to black,verse
vi-I-V,richard killick,you are the best thing in the world,verse
vi-I-V,violens,all night low,verse
vi-I-V,ryan star,brand new day,chorus
vi-I-V,bobina and betsie larkin,you belong to me - proff remix,chorus
vi-I-V,billy joel,vienna,verse
vi-I-V,linkin park,burning in the skies,verse
vi-I-V,cat,you are,verse
vi-I-V,circus-p,last of me,verse
